word	sense_number	usage_note	definition
architectoniquement	1	[]	De manière architectonique.
faire don	1		Offrir, donner.
faire effet	1	[]	Produire un effet ; donner un résultat ; agir.
faire un enfant dans le dos	1	[]	Tromper ; flouer.
faire un enfant dans le dos	2	[]	Fait pour une femme de tomber enceinte de son mari ou compagnon alors que celui-ci ne veut pas d'enfants tout en lui laissant croire qu'elle prend ses précautions pour ne pas être enceinte (en prenant la pilule, etc.)
faire entendre raison	1		Parvenir à raisonner, en parlant de quelqu'un.
faire cadeau	1	[]	Offrir.
faire de l'esbroufe	1	[]	Chercher à impressionner son entourage par des propos ou des postures.
faire Fanny	1	[]	Ne marquer aucun point à la pétanque.
faire feu	1	['domain:militaire']	Tirer avec une arme à feu.
faire assaut	1	[]	Assaillir.
faire assaut	2	[]	Se battre l'un contre l'autre avec des fleurets, pour s'exercer.
faire assaut	3	['sem:figuré', 'attitudinal:familier']	Rivaliser ; disputer à qui en fera le plus ou le mieux. -  Dans ce sens, l'on use de la préposition de suivie du nom du but poursuivi.
faire le deuil	1	[]	Accepter la disparition , en parlant d'un objet ou d'une personne.
faire son deuil	1	[]	Accepter la disparition , en parlant d'un objet ou d'une personne.
faire des étincelles	1	['sem:figuré']	Être particulièrement brillant, en parlant d'une personne.
faire des étincelles	2	['sem:figuré']	Faire du scandale ou une colère.
faire un faux pas	1	[]	Trébucher ; faillir tomber.
faire un faux pas	2	[]	Faire une bévue, une bourde, une erreur.
cssiser	1	['domain:programmation']	Modifier de façon à utiliser du CSS.
CSSiser	1	['domain:programmation']	Modifier de façon à utiliser du CSS.
papandréouter	1	['domain:humour']	Duper, tromper, escroquer.
faire front	1		Résister à quelqu'un ou quelque chose.
PHPiser	1	[]	Utiliser PHP (pour créer ou rendre dynamiques des sites ou applications web).
phpiser	1	[]	Utiliser PHP (pour créer ou rendre dynamiques des sites ou applications web).
factuellement	1		De façon factuelle.
se doigter	1	[]	Être joué avec les doigts, être doigté ; se dit d'un instrument à touches ou à manche.
se doigter	2	[]	Introduire un ou plusieurs doigts dans son vagin ou son anus.
bollywoodiser	1		Donner un caractère bollywoodien à.
hollywoodiser	1		Donner un caractère hollywoodien à.
javascriptiser	1	[]	Utiliser Javascript (pour rendre des applications web plus réactives).
HTMLiser	1	[]	Ajouter des balises HTML à.
htmliser	1	[]	Ajouter des balises HTML à.
re-commenter	1		Autre écriture, parfois rencontrée, de recommenter.
re-découvrir	1		Autre écriture, parfois rencontrée, de redécouvrir.
re-déguster	1		Autre écriture, parfois rencontrée, de redéguster.
méditativement	1	[]	D'une manière méditative.
remuer le couteau dans la plaie	1		Augmenter ou raviver une douleur morale.
s'auto-accrocher	1		S'accrocher à soi-même.
auto-accrocher	1		S'accrocher à soi-même.
s'auto-acculturer	1		S'acculturer par soi-même.
auto-acculturer	1		S'acculturer par soi-même.
endisquer	1	[]	Enregistrer sur disque.
auto-acheminer	1		Acheminer automatiquement.
réendisquer	1	[]	Enregistrer de nouveau sur un disque.
s'autoaccélérer	1		S'accélérer par soi-même.
autoaccélérer	1		S'accélérer par soi-même.
auto-accélérer	1		S'accélérer par soi-même.
s'auto-accélérer	1		S'accélérer par soi-même.
s'auto-accaparer	1		S'accaparer soi-même, pour soi-même.
auto-accaparer	1		S'accaparer soi-même, pour soi-même.
autoaccaparer	1		S'accaparer soi-même, pour soi-même.
s'autoaccaparer	1		S'accaparer soi-même, pour soi-même.
s'autoaccabler	1		S'accabler soi-même.
autoaccabler	1		S'accabler soi-même.
auto-accabler	1		S'accabler soi-même.
s'auto-accabler	1		S'accabler soi-même.
s'autoabimer	1		S'abimer soi-même.
autoabîmer	1		S'abîmer soi-même.
autoabimer	1		S'abimer soi-même.
s'auto-abimer	1		S'abimer soi-même.
auto-abimer	1		S'abimer soi-même.
auto-abîmer	1		S'abîmer soi-même.
s'auto-abîmer	1		S'abîmer soi-même.
s'autoabîmer	1		S'abîmer soi-même.
avant qu'il soit longtemps	1	[]	Dans un avenir proche ; assez rapidement.
s'autoabuser	1		S'abuser soi-même.
autoabuser	1		S'abuser soi-même.
auto-abuser	1		S'abuser soi-même.
s'auto-abuser	1		S'abuser soi-même.
originariser	1	[]	Donner un caractère d'origine à.
deuiller	1	[]	Porter le deuil.
vouer aux gémonies	1	[]	Accabler d'outrages ; vilipender.
traîner aux gémonies	1	[]	Accabler d'outrages ; vilipender.
s'époumoner	1	[]	Crier, souffler à pleins poumons.
s'auto-abaisser	1		S'abaisser soi-même.
auto-abaisser	1		S'abaisser soi-même.
autoabaisser	1		S'abaisser soi-même.
s'autoabaisser	1		S'abaisser soi-même.
auto-abraser	1		S'abraser tout seul.
s'auto-abraser	1		S'abraser tout seul.
s'auto-abonner	1		S'abonner tout seul ou automatiquement.
auto-abonner	1		Abonner tout seul ou automatiquement.
autoabonner	1		S'abonner tout seul ou automatiquement.
s'autoabonner	1		S'abonner tout seul ou automatiquement.
en second lieu	1		Ensuite, dans la seconde place de la série.
en troisième lieu	1		Ensuite, dans la troisième place de la série.
être de taille à	1		Être assez grand, assez fort pour , en parlant de faire quelque chose
être de taille à	2	[]	Être capable de , en parlant de faire quelque chose.
auto-abasourdir	1		Abasourdir par soi-même.
s'auto-abasourdir	1		Abasourdir par soi-même.
s'entre-souffrir	1	[]	.
faire suivre	1		Transmettre un courrier que l'on reçoit, postal ou électronique, à un tiers.
se casser la binette	1	[]	Tomber.
piquer du nez	1	[]	S'endormir brusquement alors qu'on est en position assise ou debout, ce qui fait basculer la tête vers l'avant.
piquer du nez	2	['domain:aéronautique']	Chuter avec le nez en bas et l'empennage en haut.
auto-abandonner	1		S'abandonner soi-même.
s'auto-abandonner	1		S'abandonner soi-même.
auto-accommoder	1		S'accommoder tout seul.
s'auto-accommoder	1		S'accommoder tout seul.
auto-acclimater	1		S'acclimater tout seul.
s'auto-acclimater	1		S'acclimater tout seul.
à contrario	1		Au contraire.
dégoutamment	1		D'une façon dégoutante.
sur un coin de table	1	[]	Rapidement préparé à la manière d'un brouillon peu travaillé.
dévarier	1	['diatopic:']	Troubler, perturber, contrarier, bouleverser, chambouler.
à contre-biais	1		À rebours, en sens opposé.
environnementalement	1	[]	Relativement à l'environnement.
féériquement	1		Variante orthographique de féeriquement.
incongrument	1		Variante orthographique de incongrûment.
faire ses courses	1		Acheter ce qui est nécessaire au quotidien (nourriture, etc.).
faire des courses	1		Acheter ce qui est nécessaire au quotidien (nourriture, etc.).
avoir martel en tête	1	[]	Se faire du souci parce qu'on doute de la fidélité de celui ou celle que l'on aime.
avoir martel en tête	2		Se tourmenter, se faire beaucoup de souci, s'inquiéter fortement et de manière quasi obsessionnelle.
s'autoniveler	1		Se mettre à niveau automatiquement.
mettre au tapis	1		Battre, surpasser.
se faire les dents	1		S'entraîner.
proratiser	1	[]	Mettre au prorata.
tomber à plat	1	[]	Ne pas avoir l'effet attendu.
à tirelarigot	1		Variante orthographique de à tire-larigot.
par voie basse	1	[]	Accoucher sans avoir recours à une césarienne.
mettre une grosse tête	1	[]	Rosser quelqu'un.
s'agripper	1		Se saisir avidement.
en propre	1		Possédé de manière exclusive.
évanouir	1		Détruire, dissiper.
évanouir	2	[]	Tomber en faiblesse, perdre connaissance.
évanouir	3	[]	Disparaître sans laisser de traces, en parlant des choses et, plus rarement, des personnes.
déshaïr	1	[]	Cesser d'haïr, ne plus haïr.
hors de prix	1		Excessivement cher.
et tout le toutim	1	['attitudinal:populaire']	Et tout le reste.
dans un deuxième temps	1		Ensuite, après cette action.
décommunautariser	1		Faire perdre son caractère propre à une communauté, ou des communautés particulières.
publiposter	1	[]	Produire par publipostage.
congrument	1		Variante orthographique de congrûment.
reprendre du service	1		Retrouver son emploi, sa fonction, son usage.
dé-bruxelliser	1		Variante orthographique de débruxelliser.
débruxelliser	1		Faire perdre son caractère d'urbanisme anarchique à.
débruxelliser	2		Faire perdre son caractère trop bruxellois à.
rebruxelliser	1		Redonner un caractère plus bruxellois à.
liégiciser	1		Pourrir par les magouilles.
affistoler	1		Variante orthographique de afistoler.
reméditerraniser	1		Redoner un caractère plus méditerranéen à.
préremplir	1		Remplir préalablement, avant l'utilisation.
indiscontinûment	1	[]	Sans discontinuer ; sans cesse.
en vogue	1		Selon les goûts, les mœurs du moment.
pré-remplir	1		Remplir préalablement.
islamiquement	1		Selon les règles et traditions de l'islam.
s'auto-stupéfier	1		Se stupéfier soi-même.
auto-stupéfier	1		Se stupéfier soi-même.
gricher	1	['diatopic:Québec']	Grincer (des dents).
gricher	2	[]	Grésiller (signal radio ou télévision).
auto-ajouter	1		Ajouter automatiquement.
auto-ajouter	2	[]	S'ajouter automatiquement.
auto-ajouter	3	[]	S'ajouter soi-même.
autoajouter	1		Ajouter automatiquement.
autoajouter	2	[]	S'ajouter automatiquement.
autoajouter	3	[]	S'ajouter soi-même.
s'autoadditionner	1		S'additionner à soi-même.
autoadditionner	1		Additionner automatiquement.
autoadditionner	2	[]	S'additionner à soi-même.
auto-additionner	1		Additionner automatiquement.
auto-additionner	2	[]	S'additionner à soi-même.
s'auto-additionner	1		S'additionner à soi-même.
mettre à terre	1	[]	Battre, vaincre quelqu'un.
un de ces jours	1	[]	Dans un de ces prochains jours.
s'avérer	1		Devenir vrai ; apparaître que ; se révéler.
se révéler	1	[]	.
en prendre plein les gencives	1		Subir un échec cuisant.
mettre les petits plats dans les grands	1	[]	Préparer à grands frais un repas pour recevoir un hôte.
durer trois plombes	1		Durer très longtemps.
durer une éternité	1		Durer très longtemps.
créer de toute pièce	1		Créer sans aucun élément authentique.
tenir les pouces	1	[]	Souhaiter bonne chance.
mélenchoniser	1		Devenir peu à peu comme Jean-Luc Mélenchon, partager peu à peu ses idées.
se mélenchoniser	1		Devenir peu à peu comme Jean-Luc Mélenchon.
s'auto-multiplier	1		Se multiplier tout seul.
automultiplier	1		Se multiplier tout seul.
auto-multiplier	1		Se multiplier tout seul.
s'automultiplier	1		Se multiplier tout seul.
modérato	1		Variante orthographique de moderato.
plotter	1		Variante orthographique ancienne ou régionale de peloter.
surtendre	1		Tendre avec excès.
autoadjuger	1		S'adjuger à soi-même.
auto-adjuger	1		S'adjuger à soi-même.
s'autoadjuger	1		S'adjuger à soi-même.
s'auto-adjuger	1		S'adjuger à soi-même.
de son propre chef	1	[]	De sa propre initiative ; selon sa propre volonté.
de gré à gré	1		À l'amiable, en se mettant d'accord.
de gré à gré	2	[]	Sans passer par une bourse.
se conchier	1		Se souiller d'excréments.
s'auto-désinfecter	1		Se désinfecter par soi-même.
auto-désinfecter	1		Se désinfecter par soi-même.
autodésinfecter	1		Se désinfecter par soi-même.
s'autodésinfecter	1		Se désinfecter par soi-même.
empapahouter	1		Variante orthographique dempapaouter.
karaokéter	1		Chanter en utilisant le karaoké.
sicler	1	[]	Pousser des cris aigus.
cicler	1	[]	Pousser des cris aigus.
autoactiver	1		Activer sans intervention extérieure.
auto-activer	1		Activer sans intervention extérieure.
autoactionner	1		S'actionner de façon automatique, sans intervention extérieure.
auto-actionner	1		S'actionner de façon automatique, sans intervention extérieure.
s'auto-actionner	1		S'actionner de façon automatique, sans intervention extérieure.
s'autoactionner	1		S'actionner de façon automatique, sans intervention extérieure.
autojuger	1		Juger soi-même (sa propre personne ou ce qu'on a fait).
auto-juger	1		Juger soi-même (sa propre personne ou ce qu'on a fait).
s'auto-accomplir	1		S'accomplir soi-même.
s'auto-accomplir	2		S'autoréaliser.
auto-accomplir	1		S'accomplir soi-même.
auto-accomplir	2		S'autoréaliser.
autoaccomplir	1		S'accomplir soi-même.
autoaccomplir	2		S'autoréaliser.
s'autoaccomplir	1		S'accomplir soi-même.
s'autoaccomplir	2		S'autoréaliser.
clamcer	1	[]	Autre orthographe de clamser (mourir).
s'auto-admirer	1		S'admirer soi-même.
auto-admirer	1		S'admirer soi-même.
autoadmirer	1		S'admirer soi-même.
s'autoadmirer	1		S'admirer soi-même.
auto-admonester	1		S'admonester soi-même.
s'auto-admonester	1		S'admonester soi-même.
s'auto-adopter	1		S'adopter soi-même.
auto-adopter	1		S'adopter soi-même.
autoadopter	1		S'adopter soi-même.
s'autoadopter	1		S'adopter soi-même.
s'auto-adorer	1		S'adorer soi-même.
auto-adorer	1		S'adorer soi-même.
autoadorer	1		S'adorer soi-même.
s'autoadorer	1		S'adorer soi-même.
aristotéliser	1		Raisonner à la manière d'Aristote.
aristotéliser	2		Rendre aristotélicien.
s'entr'adresser	1		S'adresser mutuellement.
entr'adresser	1		S'adresser mutuellement.
entre-adresser	1		S'adresser mutuellement.
s'entre-adresser	1		S'adresser mutuellement.
s'auto-adresser	1		S'adresser à soi-même.
auto-adresser	1		S'adresser à soi-même.
autoadresser	1		S'adresser à soi-même.
s'autoadresser	1		S'adresser à soi-même.
cartésianiser	1	[]	Raisonner à la manière de Descartes.
cartésianiser	2	[]	Faire devenir cartésien.
cartésianiser	3	[]	Devenir cartésien.
s'auto-aduler	1		S'aduler soi-même.
auto-aduler	1		S'aduler soi-même.
autoaduler	1		S'aduler soi-même.
s'autoaduler	1		S'aduler soi-même.
s'auto-affaiblir	1		S'affaiblir soi-même, de son propre fait.
auto-affaiblir	1		S'affaiblir soi-même, de son propre fait.
autoaffaiblir	1		S'affaiblir soi-même, de son propre fait.
s'autoaffaiblir	1		S'affaiblir soi-même, de son propre fait.
ré-inventer	1		Autre orthographe, parfois rencontrée, pour réinventer.
audiovisualiser	1		Enregistrer ou consulter par un moyen audiovisuel.
auto-affermir	1		S'affermir par soi-même.
s'auto-affermir	1		S'affermir par soi-même.
auto-assagir	1		S'assagir par soi-même.
s'auto-assagir	1		S'assagir par soi-même.
au grand jamais	1	[]	Emphase de jamais ; en aucun temps.
maintenant ou jamais	1		Maintenant, comme le seul moment possible pour faire cela.
s'auto-affranchir	1		S'affranchir soi-même.
auto-affranchir	1		S'affranchir soi-même.
autoaffranchir	1		S'affranchir soi-même.
s'autoaffranchir	1		S'affranchir soi-même.
autovoter	1		Voter soi-même (quelque chose qui nous concerne directement).
auto-voter	1		Voter soi-même (quelque chose qui nous concerne directement).
comme si sa vie en dépendait	1		Autant que possible, aussi vite que possible...
s'affranchir	1	[]	.
se lécher les babines	1	[]	Se passer la langue sur les lèvres en signe de contentement.
se lécher les babines	2	[]	Se régaler, se délecter.
signer son arrêt de mort	1		Avoir effectué la dernière action conduisant à la déchéance.
oursonner	1		Montrer un caractère d'ours.
oursonner	2	[]	Fabriquer des oursons.
oursifier	1		Prendre un caractère d'ours, s'isoler.
oursifier	2		Hiberner comme un ours.
s'oursifier	1		Prendre un caractère d'ours, s'isoler.
s'oursifier	2		Hiberner comme un ours.
stupidifier	1		Rendre stupide.
sansouiller	1		Agiter dans l'eau, comme du linge qu'on rince.
ptet	1	[]	Variante orthographique de peut-être.
bon gré mal gré	1		Volontairement ou avec mauvaise volonté.
